,source,text,positive_words,negative_words,negative_adverbs,punctuation_sum,punctuation_exclamation,negation,positive_rating,class

2486,imdb,Overall I rate this movie a 10 out of a 1-10 scale.,0,0,0,1,0,0,0,1

2487,imdb,'Lifetime does not air it enough, so if anyone knows what store sells it let me know because this is a must-have.',1,0,0,2,0,1,0,1

2488,imdb,'I particularly remember my senses being assaulted by strident cords of music that would blare out with very little warning, and even less meaning.',0,2,1,2,0,0,0,0

2489,imdb,It is just the sort of pap that is screened in the afternoon to punish the unemployed for not having jobs.,0,2,0,1,0,1,0,0

2490,imdb,'Totally different, with loads of understatement and black comedy, this is a film few get to see, but those who do will remember it.',0,0,0,4,0,0,0,1

2491,imdb,'This movie creates its own universe, and is fascinating in every way.',1,0,0,2,0,0,0,1

2492,imdb,But this movie really got to me.,0,0,0,1,0,0,0,1

2493,imdb,See it.,0,0,0,1,0,0,0,1

2494,imdb,'I really hope the team behind this movie makes more movies, and that they will continue to do so in their own, some kinda weird style.',0,1,0,3,0,0,0,1

2495,imdb,'And I forgot: The Casting here i superb, with Trond Fausa Aurvåg being perfect in the role as the Bothersome Man, who doesn"t understand where he is, what he is doing and why.',2,1,0,4,0,1,0,1

2496,imdb,This movie is a good and humorous comment on life in 2006.,2,0,0,1,0,0,0,1

2497,imdb,'I found this move beautiful, enjoyable, and uplifting.',3,0,0,3,0,0,0,1

2498,imdb,'Initially the local sites in the film, which was filmed here in Buffalo, intrigued me.',0,0,0,3,0,0,0,1

2499,imdb,Later I found myself lost in the power of the film.,0,1,0,1,0,0,0,1

2500,imdb,The entire audience applauded at the conclusion of the film.,0,0,0,1,0,0,0,1

2501,imdb,'I left the theater with a lilt in my step, joy in my heart and hope for the human race.',1,0,0,2,0,0,0,1

2502,imdb,Duris has a wholesome appearance and gives a fine performance.,2,0,0,1,0,0,0,1

2503,imdb,The rest of the cast also play well.,1,0,0,1,0,0,0,1

2504,imdb,Cinematography noteworthy including fine views of Barcelona and its famed Gaudi towers.,3,0,0,1,0,0,0,1

2505,imdb,About ten minutes into this film I started having second thoughts.,0,0,0,1,0,0,0,0

2506,imdb,About half way through this film I started to dislike it.,0,1,0,1,0,0,0,0

2507,imdb,'By the time the film ended, I not only disliked it, I despised it.',0,2,0,3,0,1,0,0

2508,imdb,What this film lacks is a convincing script.,1,1,0,1,0,0,0,0

2509,imdb,The script looks as if only a rough draft was written and shooting began before a finished script was completed.,0,1,0,1,0,0,0,0

2510,imdb,'Things happen, characters personalities change, plot twists occur for no real reason other than that script calls for it.',0,2,0,3,0,1,0,0

2511,imdb,The cast is good.,1,0,0,1,0,0,0,1

2512,imdb,'For that, it"s worth checking out.',1,0,0,2,0,0,0,1

2513,imdb,This is probably the most irritating show I have ever seen in my entire life.,0,1,0,1,0,0,0,0

2514,imdb,It is indescribably the most annoying and idiotic show I have ever seen.,0,2,0,1,0,0,0,0

2515,imdb,Everything about it is just bad.,0,1,0,1,0,0,0,0

2516,imdb,'I could not understand, what kind of idiot would produce this mess in the first place not to mention several season.',0,2,0,2,0,2,0,0

2517,imdb,'The script is bad, very bad  it contains both cheesiness and unethical joke that you normally see in rated R or NC-17 movie.',0,4,0,2,0,0,0,0

2518,imdb,'The casting is also horrible, cause all you see is a really really BAD Actors, period.',0,2,0,3,0,0,0,0

2519,imdb,Final Word: This Show is a real torture!!,0,1,0,2,2,0,0,0

2520,imdb,It is zillion times away from reality.,0,0,0,1,0,0,0,0

2521,imdb,Watching washing machine twirling around wouldn"t hurt your eyes as much as this show.,0,1,0,1,0,0,0,0

2522,imdb,Rating: 0/10 (Grade: Z) Note: The Show Is So Bad That Even Mother Of The Cast Pull Her Daughter Out Of The Show.,0,1,0,1,0,0,0,0

2523,imdb,20th Century Fox"s ROAD HOUSE 1948) is not only quite a silly noir but is an implausible unmitigated bore of a movie.,0,3,0,1,0,1,0,0

2524,imdb,'Full of unconvincing cardboard characters it is blandly written by Edward Chodorov, who also produced, and is surprisingly directed by Jean Negulesco from whom one would expect a great deal more.',1,1,0,3,0,0,0,0

2525,imdb,From here on the Widmark character turns unintentionally comical!,0,1,0,1,1,0,0,0

2526,imdb,His losing his marbles so early in the proceedings is totally implausible and unconvincing.,0,3,0,1,0,0,0,0

2527,imdb,And if that isn"t enough of a mess of a movie for you - the picture is also marred with a constant use of studio sets and indoor exteriors.,1,1,0,1,0,1,0,0

2528,imdb,Whatever prompted such a documentary is beyond me!,0,0,0,1,1,0,0,0

2529,imdb,(very serious spoilers) this movie was a huge disappointment.,0,1,0,1,0,0,0,0

2530,imdb,there are so many problems i dont know where to start.,0,1,0,1,0,0,0,0

2531,imdb,the cast was great.,1,0,0,1,0,0,0,1

2532,imdb,'steve martin delivers a really funny performance of a middle-aged, upper class, uptight white guy.',0,1,0,3,0,0,0,1

2533,imdb,add betty white and jean smart and you have a great cast - everyone played their parts really well.,3,0,0,1,0,0,0,1

2534,imdb,but the movie makes a lot of serious mistakes.,0,1,0,1,0,0,0,0

2535,imdb,'first of all, there are enough racial stereotypes and racial jokes to offend everyone.',1,1,0,2,0,0,0,0

2536,imdb,the movie is littered with overt racial slurs towards the black cast members and in return the whites are depicted as morons and boobs.,0,1,0,1,0,0,0,0

2537,imdb,'putting the race card aside, lets look at the major flaw in the film: they destroy latifa"s character.',0,2,0,2,0,0,0,0

2538,imdb,there is no real plot.,0,1,0,1,0,1,0,0

2539,imdb,i wouldnt see this movie again for free.,1,0,0,1,0,0,0,0

2540,imdb,STEAMBOAT WILLIE is an amazingly important film to our cinema history.,2,0,0,1,0,0,0,1

2541,imdb,This second appearance of Mickey Mouse (following the silent PLANE CRAZY earlier that year) is probably his most famous film--mostly because it was so ground-breaking.,2,1,0,1,0,0,0,1

2542,imdb,'While you don"t yet hear Mickey speak, there are tons of sound effects and music throughout the film--something we take for granted now but which was a huge crowd pleaser in 1928.',0,0,0,2,0,1,0,1

2543,imdb,'However, after seeing the short again after about 25 years, I was amazed at how timeless the film actually is.',1,0,0,3,0,0,0,1

2544,imdb,It"s just adorable seeing Mickey playing "Turkey in the Straw" in a highly imaginative (if occasionally cruel) way.,2,0,0,1,0,0,0,1

2545,imdb,Clever and a real crowd-pleaser--this film still ranks among Mickey"s best films even after 80 wonderful years.,3,0,0,1,0,0,0,1

2546,imdb,'The bipolarity of the ruthless thug (one minute a ruthless killer, the next minute a Luv"s diaper commercial) is completely unconvincing.',0,5,0,2,0,0,0,0

2547,imdb,'I"m terribly disappointed that this film would receive so many awards and accolades, especially when there are far more deserving works of film out there.',4,2,0,2,0,0,0,0

2548,imdb,The original Body and Soul (1947) is a masterpiece.,1,0,0,1,0,0,0,1

2549,imdb,'John Garfield, Ann revere, Lilli Plmer, William Conrad, Canada Lee...and filmed by one of the greatest cinematographers to ever grace the screen..James Wong Howe.',3,0,0,10,0,0,0,1

2550,imdb,I don"t think there are any redeeming qualities in this remake.,1,0,0,1,0,1,0,0

2551,imdb,This may be the only bad film he ever made.,0,1,0,1,0,0,0,0

2552,imdb,So bad...well...it"s just bad.,0,1,0,7,0,0,0,0

2553,imdb,'This movie is a solid example of a bad plot and a very, very bad idea all the way.',1,3,0,2,0,0,0,0

2554,imdb,It"s a shame to see good actors like Thomerson and James make a living in a mess like this.,3,2,0,1,0,0,0,0

2555,imdb,I thought it was bad.,0,1,0,1,0,0,0,0

2556,imdb,'Both films are terrible, but to the credit of the 1986 version, it was watchable.',0,1,0,3,0,0,0,0

2557,imdb,'Let"s start with all the problemsthe acting, especially from the lead professor, was very, very bad.',1,1,0,4,0,0,0,0

2558,imdb,The script is a big flawed mess.,0,2,0,1,0,0,0,0

2559,imdb,The best example of how dumb the writing is when it"s established that you can turn the zombie-students back into humans by removing a necklace containing a piece of the meteorite.,1,1,0,1,0,0,0,0

2560,imdb,'Director Paul Matthews, who also wrote/directed the weak 1995 monster movie "Grim", clearly doesn"t know how to pace his films.',1,2,0,3,0,1,0,0

2561,imdb,The movie is terribly boring in places.,0,2,0,1,0,0,0,0

2562,imdb,The lighting is awful.,0,1,0,1,0,0,0,0

2563,imdb,The film looks cheap and bland.,0,2,0,1,0,0,0,0

2564,imdb,One of the most disappointing aspects is the lack of notable gore.,0,2,0,1,0,0,0,0

2565,imdb,'This convention never worked well in the past, and certainly doesn"t work here.',3,0,0,2,0,2,0,0

2566,imdb,The visual effects were AWFUL.,0,1,0,1,0,0,0,0

2567,imdb,The CG opening sequence in space looked like it could have been created on Microsoft Slideshow for God"s sake!,1,0,0,1,1,0,0,0

2568,imdb,The "explosion" of the Gas tanks at the end was just as awful.,0,2,0,1,0,0,0,0

2569,imdb,'Okay, I like to consider myself a fair critic, so I"ll give credit where credit"s due--the creature effects were actually pretty cool.',4,1,0,3,0,0,0,1

2570,imdb,'Gotta love those close-ups of slimy, drooling teeth!',1,0,0,2,1,0,0,1

2571,imdb,'To sum the film up, "Breeders" is a terrible, cheaply made horror movie that should be avoided like the Ebola virus.',1,3,0,3,0,0,0,0

2572,imdb,Not recommended.,1,0,0,1,0,1,0,0

2573,imdb,'He is almost unbearable to watch on screen, he has little to no charisma, and terrible comedic timing.',1,2,1,3,0,1,0,0

2574,imdb,'Aside from it"s terrible lead, this film has loads of other debits.',1,1,0,2,0,0,0,0

2575,imdb,'I understand that it"s supposed to be a cheap popcorn comedy, but that doesn"t mean that it has to completely insult our intelligence, and have writing so incredibly hackneyed that it borders on offensive.',2,3,0,3,0,1,0,0

2576,imdb,'Lewis Black"s considerable talent is wasted here too, as he is at his most incendiary when he is unrestrained, which the PG-13 rating certainly won"t allow.',1,2,0,3,0,1,0,0

2577,imdb,The film"s sole bright spot was Jonah Hill (who will look almost unrecognizable to fans of the recent Superbad due to the amount of weight he lost in the interim).,2,1,0,1,0,0,0,1

2578,imdb,'With the originality and freshness of the first movie now spent, this remake had little else to offer.',1,0,1,2,0,0,0,0

2579,imdb,The budget was evidently very limited.,0,1,0,1,0,0,0,0

2580,imdb,'This was reflected not only in the cast, but also in the below-par script, which borrowed much from the earlier classic.',1,0,0,3,0,1,0,0

2581,imdb,'However, here there was no decent acting, action or location work to balance things up.',2,0,0,3,0,1,0,0

2582,imdb,Filmiing was less expansive.,1,0,0,1,0,0,0,0

2583,imdb,It failed to convey the broad sweep of landscapes that were a great part of the original.,1,1,0,1,0,0,0,0

2584,imdb,Generally; it just lacked imagination.,0,1,0,1,0,0,0,0

2585,imdb,Not recommended.,1,0,0,1,0,1,0,0

2586,imdb,Is it possible for a movie to get any worse than this?,0,1,0,1,0,0,0,0

2587,imdb,There is no plot here to keep you going in the first place.,0,1,0,1,0,1,0,0

2588,imdb,'Even when the women finally show up, there is no sign of improvement; the most expected things happen and by the time the film is over, you might be far asleep.',0,1,0,3,0,1,0,0

2589,imdb,'Beware: this is not a trashy cult movie, this is trash -period!',0,2,0,2,1,1,0,0

2590,imdb,I can"t believe there"s even a sequel to this!,0,0,0,1,1,1,0,0

2591,imdb,Which is precisely why I am giving it such a bad review!,1,1,0,1,1,0,0,0

2592,imdb,'Being a 90"s child, I truly enjoyed this show and I can proudly say that I enjoyed it big time and even more than the classical WB cartoons.',2,0,0,2,0,0,0,1

2593,imdb,'But "Tiny Toons" kept the 90"s vibe and delivered one of the most popular, funny, and underrated cartoons ever created.',1,1,0,3,0,0,0,1

2594,imdb,The memories are murky but I can only say that I enjoyed every single episode and product related to the show.,1,1,0,1,0,0,0,1

2595,imdb,'Easily, none other cartoon made me laugh in a tender way (before getting into dark sitcoms oriented for teenagers).',1,1,0,2,0,0,0,1

2596,imdb,The characters were all funny and had the peculiarity of not having a true lead character.,1,1,0,1,0,1,0,1

2597,imdb,Every single character was hilarious and deserved to be called a lead.,2,0,0,1,0,0,0,1

2598,imdb,'Every element of this story was so over the top, excessively phony and contrived that it was painful to sit through.',1,4,0,2,0,0,0,0

2599,imdb,'Her lines seem to have been WRITTEN by a fifteen year old, though they are trying oh so, so hard to sound like how a fifteen year old would really, um, you know, well... talk.',2,1,0,9,0,0,0,0

2600,imdb,Perabo has a nice energy level and is obviously very comfortable in front of a camera.,2,0,0,1,0,0,0,1

2601,imdb,There is simply no excuse for something this poorly done.,0,2,0,1,0,1,0,0

2602,imdb,I saw this movie and I thought this is a stupid movie.,0,1,0,1,0,0,0,0

2603,imdb,What is even more stupid is that who had thought an idea that there should be a volcano in Los Angeles?,0,1,0,1,0,0,0,0

2604,imdb,'To be honest with you, this is unbelievable nonsense and very foolish.',1,3,0,2,0,0,0,0

2605,imdb,'In conclusion, I will not bother with this movie because a volcano in Los Angeles is nothing but nonsense.',0,2,0,2,0,2,0,0

2606,imdb,The story line is just awful!,0,1,0,1,1,0,0,0

2607,imdb,It"s just painful!,0,1,0,1,1,0,0,0

2608,imdb,And the accents are absolutely abysmal!,0,1,0,1,1,0,0,0

2609,imdb,There"s also enough hypocrisy in this film to make me vomit.,1,2,0,1,0,0,0,0

2610,imdb,Don"t waste your time watching this rubbish non-researched film.,0,2,0,1,0,1,0,0

2611,imdb,I believe that Pitch Black was done well.,1,0,0,1,0,0,0,1

2612,imdb,'The characters are interesting and you want to find out more about them the longer the movie goes on, and I think people will be surprised by who does and doesn"t make it.',1,0,0,2,0,1,0,1

2613,imdb,Go watch it!,0,0,0,1,1,0,0,1

2614,imdb,Omit watching this.,0,1,0,1,0,0,0,0

2615,imdb,VERY funny!,0,1,0,1,1,0,0,1

2616,imdb,My rating: just 3 out of 10.,0,0,0,1,0,0,0,0

2617,imdb,The characters are interesting and you really care for them.,1,0,0,1,0,0,0,1

2618,imdb,'An instant classic, with a great soundtrack and a catchy song during the ending credits.',3,0,0,2,0,0,0,1

2619,imdb,Don"t miss it.,0,1,0,1,0,1,0,1

2620,imdb,'This is a masterful piece of film-making, with many themes simmering and occasionally boiling over in this warts and all study of the poet"s bohemian, self-indulgent wartime years that span the aerial bombardments of London and the outward tranquillity of a Welsh coastal retreat - the borderlines between friendship, lust and love, dedication to art and experience versus practical concerns, jealousy, rivalry, cowardice and egotism versus heroism and self-sacrifice and more.',2,6,0,8,0,0,0,1

2621,imdb,'A mature, subtle script that suggests and occasionally brings into dramatic focus the underlying tensions is well served by perfect performances (apart from the odd inappropriate smiling that Keira Knightley is prone to, though perhaps under direction this time as the other characters themselves often mention it).',4,2,0,3,0,0,0,1

2622,imdb,'But above all the exquisite visual composition of each moment, with inventive and elegant use of close-up, camera angle and lighting, including pointillistic faux home movie footage, is a wonder and joy to behold.',5,0,0,5,0,0,0,1

2623,imdb,'It"s as continuously beautiful to look at as a Bertolucci, but the relationships here are more convincing and the narrative more engaging than some of that master"s work.',4,0,0,2,0,0,0,1

2624,imdb,The basic premise is wasted since it is sidelined by the inexplicable focus on the documentary crew.,0,1,0,1,0,0,0,0

2625,imdb,'Regardless, the film fails on most levels.',0,1,0,2,0,0,0,0

2626,imdb,Avoid at all costs.,0,1,0,1,0,0,0,0

2627,imdb,'I saw this film over Christmas, and what a great film it was!',1,0,0,2,1,0,0,1

2628,imdb,I thought Errol Flynn was brilliant as Custer and has since become my favourite actor!,1,0,0,1,1,0,0,1

2629,imdb,His acting alongside Olivia De Havilland was brilliant and the ending was fantastic!,2,0,0,1,1,0,0,1

2630,imdb,'I had always known that Errol Flynn was a brilliant actor as he was my dads favourite actor, and I grew up watching his films as a child.',1,0,0,2,0,0,0,1

2631,imdb,But it wasn"t until I watched this film that I realised how great he actually was.,1,0,0,1,0,1,0,1

2632,imdb,I"ll give this film 10 out of 10!,0,0,0,1,1,0,1,1

2633,imdb,'I know that Jim O"Connor was very energetic and that nobody could be as much as him, but George was well dull.',2,1,0,2,0,0,0,0

2634,imdb,'He really didn"t seem to want to be hosting; his voice-overs were monotonous, didn"t get involved with the guests.',0,1,0,2,0,2,0,0

2635,imdb,'Lovely little thriller from Hitchcock, with lots of nice shenanigans surrounding a murdered spy, a kidnapped child, a nasty church, a foreign plot and some random taxidermists.',2,2,1,5,0,0,0,1

2636,imdb,'Jimmy Stewart is as ever a great hero for Hitchcock, the story rips along to its cool climax at an embassy function, but it lacks the brooding menace of Hitchcock"s black and white, low-budget original.',3,2,0,4,0,0,0,1

2637,imdb,Nevertheless yet another wonderful film from the great master"s stable.,3,0,0,1,0,0,0,1

2638,imdb,I have to say that this film was excellently produced and tops the ratings as a typical sci fi film!,2,0,0,1,1,0,0,1

2639,imdb,Excellently produced by one of Sci-fi"s best producers Scot Vandiver !,2,0,0,1,1,0,0,1

2640,imdb,'But it is entertaining, nonetheless.',1,0,0,2,0,0,0,1

2641,imdb,It"s a campy sort of film that"s a joy to watch.,1,0,0,1,0,0,0,1

2642,imdb,There"s barely a boring moment in the film and there are plenty of humorous parts.,1,1,0,1,0,0,0,1

2643,imdb,The cast is always entertaining as usual.,1,0,0,1,0,0,0,1

2644,imdb,'Overall, a delight!',1,0,0,2,1,0,0,1

2645,imdb,'This movie is so mind-bendingly awful, it couldn"t have even been created.',0,1,0,2,0,0,0,0

2646,imdb,The film lacks any real scares or tension & some of the medical terminology used throughout is a bit iffy to say the least & I say that as an insulin dependant diabetic myself.,0,2,0,1,0,0,0,0

2647,imdb,The least said about the acting the better.,1,0,0,1,0,0,0,0

2648,imdb,This movie does an excellent job of revealing the complexity of the task and the incredible challenges facing South Africa.,3,0,0,1,0,0,0,1

2649,imdb,I believe every one should see this movie as I think few people outside of South Africa understand its past and what is being attempted in the Truth and Reconciliation process.,1,0,0,1,0,0,0,1

2650,imdb,Nothing short of magnificent photography/cinematography in this film.,1,0,0,1,0,1,0,1

2651,imdb,'The acting is fantastic, the stories are seamlessly woven together, and the dogs are splendid............. A must rent, view, or see.',2,0,0,18,0,0,0,1

2652,imdb,Don"t be afraid of subtitles........ its worth a little aversion therapy 10/10,1,2,1,8,0,1,1,1

2653,imdb,Excellent performance.,1,0,0,1,0,0,0,1

2654,imdb,There still are good actors around!,1,0,0,1,1,0,0,1

2655,imdb,Also great directing and photography.,1,0,0,1,0,0,0,1

2656,imdb,'Very true to Shakespear, and a "must" for all Shakespear fans.',1,0,0,2,0,0,0,1

2657,imdb,'Macbeth (Jason Connery) moved me to tears with his final monolog (out brief candle, out)He gave the sphere of moral decay and dark forces a human face, which makes it the more interesting.',1,2,0,3,0,0,0,1

2658,imdb,'Helen Baxendale is a very credible lady Macbeth who can be very cheerfull at times and sometimes she just looks like a naughty girl, but deadly in her taste for blood and evil.',2,3,0,2,0,0,0,1

2659,imdb,'If you love death and decay, and Shakespears lyrics... this is the one.',1,2,0,5,0,0,0,1

2660,imdb,'This is a witty and delightful adaptation of the Dr Seuss book, brilliantly animated by UPA"s finest and thoroughly deserving of its Academy Award.',6,0,0,2,0,0,0,1

2661,imdb,'Special mention should be made of the superb music score and sound effects, which are an integral element in helping to make this such a memorable and enjoyable cartoon.',5,0,0,2,0,0,0,1

2662,imdb,However Paul Schrader has indeed made a film "about" Mishima that is both superb & complex.,1,1,0,1,0,0,0,1

2663,imdb,Also notable is John Bailey"s fine crisp beautifully colored cinematography and the great production design & costumes by Eiko Ishioka who went on to do the memorable costumes for Coppola"s Dracula for which she received a well deserved Oscar.,6,0,0,1,0,0,0,1

2664,imdb,'Even allowing for poor production values for the time (1971) and the format (some kind of mini-series), this is baaaaaad.',0,1,0,2,0,0,0,0

2665,imdb,'Unless you"re just out to visually "collect" all extant films of Austen"s work, you can skip this one.',1,0,0,2,0,0,0,0

2666,imdb,'If you do watch it, however, there are small consolations: The actresses playing Anne"s sisters each do a wonderful job with their roles.',1,0,0,3,0,0,0,1

2667,imdb,It is not good.,1,0,0,1,0,1,0,0

2668,imdb,'Speaking of the music, it is unbearably predictably and kitchy.',0,0,0,2,0,0,0,0

2669,imdb,Then the film just dropped the ball.,0,0,0,1,0,0,0,0

2670,imdb,This is a stunning movie.,1,0,0,1,0,0,0,1

2671,imdb,Raw and sublimely moving.,0,0,0,1,0,0,0,1

2672,imdb,'It felt like a very gripping, intelligent stage play (but without the overly theatrical feeling one actually gets from watching people on a stage) which plays on everyone"s terror of a white lie escalating to monstrous consequences.',2,3,0,2,0,0,0,1

2673,imdb,All of the main players are mesmerising.,0,0,0,1,0,0,0,1

2674,imdb,Tom Wilkinson broke my heart at the end... and everyone else"s judging by the amount of fumbling for hankies and hands going up to faces among males and females alike.,0,1,0,4,0,0,0,1

2675,imdb,Julian Fellowes has triumphed again.,0,0,0,1,0,0,0,1

2676,imdb,He"s a national treasure.,1,0,0,1,0,0,0,1

2677,imdb,GO AND SEE IT!,0,0,0,1,1,0,0,1

2678,imdb,This is an excellent film.,1,0,0,1,0,0,0,1

2679,imdb,The aerial scenes were well-done.,0,0,0,1,0,0,0,1

2680,imdb,It was also the right balance of war and love.,2,0,0,1,0,0,0,1

2681,imdb,'The film gives meaning to the phrase, "Never in the history of human conflict has so much been owed by so many to so few.',0,1,0,2,0,0,0,1

2682,imdb,Kris Kristoffersen is good in this movie and really makes a difference.,1,0,0,1,0,0,0,1

2683,imdb,A good film by a great director!,2,0,0,1,1,0,0,1

2684,imdb,This is definitely one of the better documentaries I have seen looking at family relationships and marriage.,1,0,0,1,0,0,0,1

2685,imdb,'There are many continuity errors: one other user commented on different cars in the garage, Joe"s glasses...the one that got to me the most was the fact Joe"s facial hair configuration seemed to change from scene to scene.',1,0,0,5,0,0,0,0

2686,imdb,This is just a great movie.,1,0,0,1,0,0,0,1

2687,imdb,10 out of 10 stars.,0,0,0,1,0,0,1,1

2688,imdb,I can"t see how this movie can be an inspiration to anyone to come out or overcome fear and rejection.,1,2,0,1,0,1,0,0

2689,imdb,It"s so bad it"s actually worth seeing just for that reason.,1,1,0,1,0,0,0,0

2690,imdb,Punishment Park is a brilliant piece of cinema.,1,0,0,1,0,0,0,1

2691,imdb,'Shot in the Southern California desert using his patent faux documentary style, Watkins creates a film like no other.',1,1,0,2,0,1,0,1

2692,imdb,This is one of Peter Watkins most accessible films.,1,0,0,1,0,0,0,1

2693,imdb,I advise you to look out for it.,0,0,0,1,0,0,0,1

2694,imdb,You wont regret it!,0,1,0,1,1,0,0,1

2695,imdb,Highly recommended A+,2,0,0,0,0,0,0,1

2696,imdb,Well... Just if you keep thinking how bad it is.,1,1,0,4,0,0,0,0

2697,imdb,'It"s a mediocre, miserable, hollow, laughable and predictable piece of garbage.',0,5,0,4,0,0,0,0

2698,imdb,It"s a case of "so bad it is laughable".,0,1,0,1,0,0,0,0

2699,imdb,') very bad performance plays Angela Bennett, a computer expert who is at home all the time.',0,1,0,2,0,0,0,0

2700,imdb,'It is a film about nothing, just a pretext to show ridiculous action scenes.',0,1,0,2,0,1,0,0

2701,imdb,How awful she is!,0,1,0,1,1,0,0,0

2702,imdb,'But she is still a bad actress, repeating her robotic face moves in each of her pictures.',0,1,0,2,0,0,0,0

2703,imdb,'The results, well, are a shame.',1,1,0,3,0,0,0,0

2704,imdb,DELETE this film from your mind!,0,1,0,1,1,0,0,0

2705,imdb,One of the worst shows of all time.,0,1,0,1,0,0,0,0

2706,imdb,The show would begin with smart ass ed comments to each other that would be totally off the wall and uncalled for.,1,0,0,1,0,0,0,0

2707,imdb,'The fat computer geek was unbelievable, the bible thumper, the bad-ass girl, who are these actors???',0,2,0,6,0,0,0,0

2708,imdb,Never heard of any of them except Cole who was totally unbelievable in the part.,0,1,0,1,0,1,0,0

2709,imdb,'Every time he opened his mouth you expect to hear, "you see kids..." Pulling the plug was a mercy killing for this horrible show.',1,2,0,5,0,0,0,0

2710,imdb,The stories were as unbelievable as the actors.,0,1,0,1,0,0,0,0

2711,imdb,Lame would be the best way to describe it.,1,1,0,1,0,0,0,0

2712,imdb,'Stanwyck and Morgan are perfectly cast in what is, in many ways, a modern equivalent of Dickens" Christmas Carol in its sensibility.',2,0,0,3,0,0,0,1

2713,imdb,The success of the film depends on the casting of Sydney Greenstreet as the Alexander Yardley character.,1,0,0,1,0,0,0,1

2714,imdb,The attractive set used throughout most of the film is an eye-pleasing gem.,2,0,0,1,0,0,0,1

2715,imdb,'Im big fan of RPG games too, but this movie, its a disgrace to any self-respecting RPGer there is.',0,1,0,3,0,0,0,0

2716,imdb,'The lines, the cuts, the audio, everything is wrong.',0,1,0,4,0,0,0,0

2717,imdb,You can find better movies at youtube.,1,0,0,1,0,0,0,0

2718,imdb,'Top line: Don"t waste your time and money on this one, its as bad as it comes.',1,2,0,2,0,1,0,0

2719,imdb,A Lassie movie which should have been "put to sleep".... FOREVER.,0,0,0,5,0,0,0,0

2720,imdb,That"s how I"d describe this painfully dreary time-waster of a film.,0,2,0,1,0,0,0,0

2721,imdb,'So mediocre in every aspect that it just becomes a dull, uninteresting mess, this is one of the most forgettable movies I"ve seen.',0,3,0,3,0,0,0,0

2722,imdb,It isn"t even an achievement as a "so-bad-it"s-good" or "so-bad-it"s-memorable" movie.,1,0,0,1,0,1,0,0

2723,imdb,'It"s an empty, hollow shell of a movie.',0,1,0,2,0,0,0,0

2724,imdb,'Seriously, it"s not worth wasting your, or your kid"s time on.',1,1,0,3,0,1,0,0

2725,imdb,'Avoid, avoid, avoid!',0,3,0,3,1,0,0,0

2726,imdb,It will drive you barking mad!,0,1,0,1,1,0,0,0

2727,imdb,The transfers are very good.,1,0,0,1,0,0,0,1

2728,imdb,Very nice and relaxing late night viewing.,1,0,0,1,0,0,0,1

2729,imdb,The movie is full of wonderful dancing (hence the title!,1,0,0,1,1,0,0,1

2730,imdb,') some great music, and terrific scenery.',2,0,0,2,0,0,0,1

2731,imdb,'It handles some tough issues with dignity and grace, and, of course, has (shocking spoiler here!',3,1,0,4,1,0,0,1

2732,imdb,') a happy, wonderful, feel good ending!',3,0,0,3,1,0,0,1

2733,imdb,'The point is the journey, a journey that touches every member of the family.',0,0,0,2,0,0,0,1

2734,imdb,It"s one of the movies I need to see whenever it comes on TV...never mind the fact that I already have it memorized!,0,0,0,4,1,0,0,1

2735,imdb,Nothing new there.,0,0,0,1,0,1,0,0

2736,imdb,That was done in the second movie.,0,0,0,1,0,0,0,0

2737,imdb,The movie has almost no action scenes in it and very little comedy.,0,0,1,1,0,1,0,0

2738,imdb,The plot has more holes than a pair of fishnet stockings and the direction and editing is astonishingly ham fisted.,1,1,0,1,0,0,0,0

2739,imdb,What on earth is Irons doing in this film?,0,0,0,1,0,0,0,0

2740,imdb,I just saw this film and I recommend it.,1,0,0,1,0,0,0,1

2741,imdb,'It has a very good plot, it holds your complete attention, the acting is superb, Tom Wilkinson was fantastic and Emily Watson was also very good.',4,1,0,4,0,0,0,1

2742,imdb,'A very good film indeed, about great and unconditional love.',4,0,0,2,0,0,0,1

2743,imdb,'Tom Wilkinson"s character is a man who is not prepared for the ordeal that is about to begin, but he takes the matter in hand as the story progresses, and this great actor gives a performance that makes you feel the character"s anguish and suffering.',1,3,0,3,0,1,0,1

2744,imdb,'Emily Watson"s character is very strong, and she has only to give a quick glance and you understand everything.',1,0,0,2,0,0,0,1

2745,imdb,'Despite the pans of reviewers, I liked this movie.',1,0,0,2,0,0,0,1

2746,imdb,'In fact, I liked it better than Interview With a Vampire and I liked this Lestat (Stuart Townsend) better than Cruise"s attempt.',4,0,0,2,0,0,0,1

2747,imdb,'Aailiyah was pretty good as Akasha, in places compelling (her first entrance and mini dance scene).',2,0,0,2,0,0,0,1

2748,imdb,'I"m a big fan of this series mostly due to Anne Rice"s style, sensitivities and treatments.',0,0,0,2,0,0,0,1

