@relation first_attribute-weka.filters.unsupervised.instance.Resample-S1-Z30.0

@attribute source string
@attribute text string
@attribute class {0,1}
@attribute sentence_length numeric
@attribute positive_words numeric
@attribute negative_words numeric
@attribute punctuation_sum numeric
@attribute punctuation_dot numeric
@attribute punctuation_comma numeric
@attribute punctuation_exclamation numeric
@attribute punctuation_question numeric
@attribute negation numeric
@attribute start_with_I numeric
@attribute upper_case numeric

@data
amazon,'I have only had it for a few weeks, but so far, so good.',1,14,0,0,3,1,2,0,0,0,1,0
imdb,'For those that haven\"t seen it, don\"t waste your time!',0,10,0,1,2,0,1,1,0,0,0,0
amazon,'W810i is just SUPERB.',1,4,0,0,1,1,0,0,0,0,0,1
amazon,'The earpiece on this is too large or too heavy...it keeps falling out of my ear.',0,16,0,1,4,4,0,0,0,0,0,0
yelp,'I ordered the Voodoo pasta and it was the first time I\"d had really excellent pasta since going gluten free several years ago.',1,23,2,0,1,1,0,0,0,0,1,0
amazon,'As I said above....PRETTY USELESS!',0,5,0,0,5,4,0,1,0,0,0,1
amazon,'The phone takes FOREVER to charge like 2 to 5 hours literally.',0,12,1,0,1,1,0,0,0,0,0,1
yelp,'I could care less... The interior is just beautiful.',1,9,0,0,4,4,0,0,0,0,1,0
yelp,'As much as I\"d like to go back, I can\"t get passed the atrocious service and will never return.',0,19,1,1,2,1,1,0,0,0,0,0
yelp,'Great place to eat, reminds me of the little mom and pop shops in the San Francisco Bay Area.',1,19,1,0,2,1,1,0,0,0,0,0
yelp,'My ribeye steak was cooked perfectly and had great mesquite flavor.',1,11,2,0,1,1,0,0,0,0,0,0
yelp,'I was disgusted because I was pretty sure that was human hair.',0,12,1,1,1,1,0,0,0,0,1,0
amazon,'Not only will it drain your player, but may also potentially fry it.',0,13,0,1,2,1,1,0,0,1,0,0
yelp,'Everything was perfect the night we were in.',1,8,1,0,1,1,0,0,0,0,0,0
yelp,'Although I very much liked the look and sound of this place, the actual experience was a bit disappointing.',0,19,1,0,2,1,1,0,0,0,0,0
imdb,'When I saw it in the theater I thought I was going to be sick.',0,15,0,0,1,1,0,0,0,0,0,0
yelp,'We watched our waiter pay a lot more attention to other tables and ignore us.',0,15,0,1,1,1,0,0,0,0,0,0
amazon,'You need two hands to operate the screen.This software interface is decade old and cannot compete with new software designs.',0,20,0,0,2,2,0,0,0,0,0,0
yelp,'The best place to go for a tasty bowl of Pho!',1,11,1,0,1,0,0,1,0,0,0,0
imdb,'But this movie is not funny, considering the ridiculousness of it.',0,11,0,0,2,1,1,0,0,1,0,0
yelp,'Very good, though!',1,3,0,0,2,0,1,1,0,0,0,0
amazon,'AFTER ARGUING WITH VERIZON REGARDING THE DROPPED CALLS WE RETURNED THE PHONES AFTER TWO DAYS.',0,15,0,0,1,1,0,0,0,0,0,15
amazon,'The battery runs down quickly.',0,5,0,0,1,1,0,0,0,0,0,0
yelp,'Owner\"s are really great people.!',1,5,1,0,2,1,0,1,0,0,0,0
yelp,'I started this review with two stars, but I\"m editing it to give it only one.',0,16,0,0,2,1,1,0,0,0,1,0
yelp,'They were golden-crispy and delicious.',1,5,0,0,1,1,0,0,0,0,0,0
amazon,'Saggy, floppy piece of junk.',0,5,0,0,2,1,1,0,0,0,0,0
imdb,'Sam Shepard\"s portrayal of a gung ho Marine was sobering.',1,10,0,0,1,1,0,0,0,0,0,0
amazon,'Yet Plantronincs continues to use the same flawed charger design.',0,10,0,1,1,1,0,0,0,0,0,0
yelp,'Both of the egg rolls were fantastic.',1,7,0,0,1,1,0,0,0,0,0,0
imdb,'I hate movies like that.',0,5,1,1,1,1,0,0,0,0,1,0
amazon,'The only thing that I think could improve is the sound leaks out from the headset.',0,16,1,1,1,1,0,0,0,0,0,0
yelp,'If you\"re not familiar, check it out.',1,7,0,0,2,1,1,0,0,1,0,0
imdb,'But this movie really got to me.',1,7,0,0,1,1,0,0,0,0,0,0
imdb,'It came free with a DVD player I bought but I still turned the thing off halfway through because I was embarrassed for Howell.',0,24,1,0,1,1,0,0,0,0,0,1
imdb,'I mean, in a realistic world, she would NEVER have gotten into that ballet repertory... The whole thing was quite pathetic.',0,21,1,0,6,4,2,0,0,0,1,1
yelp,'Cant say enough good things about this place.',1,8,2,0,1,1,0,0,0,0,0,0
imdb,'The only possible way this movie could be redeemed would be as MST3K fodder.',0,14,0,0,1,1,0,0,0,0,0,1
yelp,'He was terrible!',0,3,0,0,1,0,0,1,0,0,0,0
amazon,'Rip off---- Over charge shipping.',0,5,0,1,1,1,0,0,0,0,0,0
yelp,'The grilled chicken was so tender and yellow from the saffron seasoning.',1,12,1,0,1,1,0,0,0,0,0,0
imdb,'To sum the film up, \"Breeders\" is a terrible, cheaply made horror movie that should be avoided like the Ebola virus.',0,21,1,1,3,1,2,0,0,0,0,0
amazon,'Low Quality.',0,2,0,0,1,1,0,0,0,0,0,0
amazon,'I like the fact that it rests lightly against your ear, rather than inside.',1,14,1,0,2,1,1,0,0,0,1,0
imdb,'Filmiing was less expansive.',0,4,0,0,1,1,0,0,0,0,0,0
imdb,'the cast was great.',1,4,0,0,1,1,0,0,0,0,0,0
amazon,'We would recommend these to others.',1,6,1,0,1,1,0,0,0,0,0,0
amazon,'Good product, good seller.',1,4,2,0,2,1,1,0,0,0,0,0
amazon,'I Was Hoping for More.',0,5,0,0,1,1,0,0,0,0,1,0
amazon,'I had absolutely no problem with this headset linking to my 8530 Blackberry Curve!',1,14,0,1,1,0,0,1,0,1,1,0
yelp,'I\"m so happy to be here!!!\"',1,6,1,0,3,0,0,3,0,0,0,0
imdb,'It even has its sweet moments.',1,6,1,0,1,1,0,0,0,0,0,0
amazon,'Sprint - terrible customer service.',0,5,0,1,1,1,0,0,0,0,0,0
amazon,'Good value, works fine - power via USB, car, or wall outlet.',1,12,3,0,4,1,3,0,0,0,0,1
imdb,'Attempting artiness with black & white and clever camera angles, the movie disappointed - became even more ridiculous - as the acting was poor and the plot and lines almost non-existent.',0,31,1,4,2,1,1,0,0,0,0,0
yelp,'It was way over fried.',0,5,0,0,1,1,0,0,0,0,0,0
imdb,'It was clear that she had the range and ability to pull off this part.',1,15,1,0,1,1,0,0,0,0,0,0
yelp,'It\"s too bad the food is so damn generic.',0,9,0,2,1,1,0,0,0,0,0,0
yelp,'It took over 30 min to get their milkshake, which was nothing more than chocolate milk.',0,16,0,0,2,1,1,0,0,0,0,0
amazon,'After charging overnight, these batteries work great.',1,7,1,0,2,1,1,0,0,0,0,0
yelp,'The cashier had no care what so ever on what I had to say it still ended up being wayyy overpriced.',0,21,0,0,1,1,0,0,0,1,0,0
imdb,'If you act in such a film, you should be glad that you\"re gonna drift away from earth as far as possible!',0,22,1,0,2,0,1,1,0,0,0,0
imdb,'I loved it, it was really scary.',1,7,1,0,2,1,1,0,0,0,1,0
imdb,'The soundtrack wasn\"t terrible, either.',1,5,0,0,2,1,1,0,0,0,0,0
yelp,'This place was such a nice surprise!',1,7,1,0,1,0,0,1,0,0,0,0
yelp,'But then they came back cold.',0,6,0,0,1,1,0,0,0,0,0,0
imdb,'One of the best mexican movies ever!, and one of the less understood, even by mexican themselves, no matter how identified the should have felt with it.',1,27,1,0,5,1,3,1,0,1,0,0
imdb,'You could drive a semi truck into these holes!',0,9,0,0,1,0,0,1,0,0,0,0
yelp,'I would not recommend this place.',0,6,1,0,1,1,0,0,0,1,1,0
amazon,'Not nearly as good looking as the AMAZON picture makes it look.',0,12,1,0,1,1,0,0,0,1,0,1
imdb,'The plot, such as it is, is so derivative and predictable that the ending is like a mercy killing.',0,19,2,0,3,1,2,0,0,0,0,0
amazon,'If you are looking for a good quality Motorola Headset keep looking, this isn\"t it.',0,15,1,0,2,1,1,0,0,0,0,0
amazon,'It\"s kind of embarrassing to use because of how it looks and mostly it\"s embarrassing how child-like the company is.',0,20,0,2,1,1,0,0,0,0,0,0
imdb,'This movie was kind of long in length, but I enjoyed every minute of it.',1,15,1,0,2,1,1,0,0,0,0,0
yelp,'We had so much to say about the place before we walked in that he expected it to be amazing, but was quickly disappointed.',0,24,0,0,2,1,1,0,0,0,0,0
yelp,'Will be back again!',1,4,0,0,1,0,0,1,0,0,0,0
imdb,'Still, it makes up for all of this with a super ending that depicts a great sea vessel being taken out by the mighty frost.',1,25,3,0,2,1,1,0,0,0,0,0
yelp,'The burger... I got the \"Gold Standard\" a $17 burger and was kind of disappointed.',0,15,0,0,4,4,0,0,0,0,0,0
imdb,'I like Armand Assante & my cable company\"s summary sounded interesting, so I watched it, twice already, and probably will again.',1,21,1,0,4,1,3,0,0,0,1,0
yelp,'Needless to say, we will never be back here again.',0,10,0,1,2,1,1,0,0,0,0,0
yelp,'Over rated.',0,2,0,0,1,1,0,0,0,0,0,0
amazon,'Poor Talk Time Performance.',0,4,0,1,1,1,0,0,0,0,0,0
amazon,'Don\"t waste your $$$ on this one.',0,7,0,1,1,1,0,0,0,0,0,0
amazon,'The camera on the phone may be used as a dustpan when indoors... I\"d rather be using a disposable then this.',0,21,0,0,4,4,0,0,0,0,0,0
imdb,'Unfortunately, this is a bad movie that is just plain bad.',0,11,0,1,2,1,1,0,0,0,0,0
amazon,'Excellent sound quality.',1,3,1,0,1,1,0,0,0,0,0,0
amazon,'Only had this a month but it\"s worked flawlessly so far.',1,11,2,0,1,1,0,0,0,0,0,0
amazon,'Comfortable fit - you need your headset to be comfortable for at least an hour at a time, if not for an entire day.',1,24,2,0,2,1,1,0,0,1,0,0
yelp,'Mediocre food.',0,2,0,1,1,1,0,0,0,0,0,0
amazon,'.... Item arrived quickly and works great with my Metro PCS Samsung SCH-r450 slider phone and Sony Premium Sound in ear plugs.',1,22,2,0,5,5,0,0,0,0,0,1
amazon,'It plays louder than any other speaker of this size; the price is so low that most would think the quality is lacking, however, it\"s not.',1,26,0,1,3,1,2,0,0,0,0,0
yelp,'Service stinks here!',0,3,0,1,1,0,0,1,0,0,0,0
yelp,'Hopefully this bodes for them going out of business and someone who can cook can come in.',0,17,0,0,1,1,0,0,0,0,0,0
amazon,'its a little geeky but i think thats its sex on toast and it rocks and oozes sex right down to its battery embedded sleek stylish leather case.',1,28,4,0,1,1,0,0,0,0,0,0
imdb,'The film\"s sole bright spot was Jonah Hill (who will look almost unrecognizable to fans of the recent Superbad due to the amount of weight he lost in the interim).',1,30,2,1,1,1,0,0,0,0,0,0
amazon,'Clear crisp sound.',1,3,2,0,1,1,0,0,0,0,0,0
amazon,'The phone is sturdy and waterproof.',1,6,1,0,1,1,0,0,0,0,0,0
amazon,'Think it over when you plan to own this one!This sure is the last MOTO phone for me!',0,18,0,0,2,0,0,2,0,0,0,1
imdb,'Here\"s where the movie really pi**ed me off.',0,8,0,0,1,1,0,0,0,0,0,0
imdb,'Also notable is John Bailey\"s fine crisp beautifully colored cinematography and the great production design & costumes by Eiko Ishioka who went on to do the memorable costumes for Coppola\"s Dracula for which she received a well deserved Oscar.',1,39,6,0,1,1,0,0,0,0,0,0
imdb,'The film\"s dialogue is natural, real to life.',1,8,0,0,2,1,1,0,0,0,0,0
imdb,'(very serious spoilers) this movie was a huge disappointment.',0,9,0,0,1,1,0,0,0,0,0,0
amazon,'But now that it is \"out of warranty\" the same problems reoccure.Bottom line... put your money somewhere else... Cingular will not support it.',0,23,1,1,8,8,0,0,0,1,0,0
